지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),일조(hr),적설(cm),지면온도(°C)
108,서울,2018-04-10 22:00,15.8,1.5,5.4,83,,,14.1
108,서울,2018-04-10 23:00,15.1,3,4.1,83,,,13.7
108,서울,2018-04-11 00:00,14.4,,4.6,82,,,13.1
108,서울,2018-04-11 01:00,13.6,,3.6,81,,,12.5
108,서울,2018-04-11 02:00,12.7,,3.9,80,,,11.7
108,서울,2018-04-11 03:00,11.6,,3.1,81,,,11.3
108,서울,2018-04-11 04:00,10.2,,3.5,83,,,10.4
108,서울,2018-04-11 05:00,9.7,,1.7,84,,,10
108,서울,2018-04-11 06:00,9,,2,86,,,8.5
108,서울,2018-04-11 07:00,8.8,,1.1,85,.1,,8.4
108,서울,2018-04-11 08:00,9.7,,1.6,77,1,,10.8
108,서울,2018-04-11 09:00,11.8,,2.1,59,1,,16.2
108,서울,2018-04-11 10:00,13.3,,4.1,51,1,,19.9
108,서울,2018-04-11 11:00,14.9,,4,44,1,,23.4
108,서울,2018-04-11 12:00,15.7,,3.9,46,1,,25
108,서울,2018-04-11 13:00,15.6,,4.7,38,1,,25.2
108,서울,2018-04-11 14:00,16.4,,3.4,28,1,,26
108,서울,2018-04-11 15:00,17,,3.5,28,1,,25.1
108,서울,2018-04-11 16:00,16.9,,4.4,23,1,,22.2
108,서울,2018-04-11 17:00,16.2,,4.1,22,1,,18.1
108,서울,2018-04-11 18:00,15.2,,2.9,21,1,,13.5
108,서울,2018-04-11 19:00,13.2,,2.9,28,.7,,10.7
108,서울,2018-04-11 20:00,11.9,,2,33,0,,9
108,서울,2018-04-11 21:00,11,,2.1,34,,,7.9
108,서울,2018-04-11 22:00,10.3,,1,42,,,7.5
108,서울,2018-04-11 23:00,9.7,,2,45,,,6.8
108,서울,2018-04-12 00:00,9.5,,2.4,40,,,6.4
108,서울,2018-04-12 01:00,8.9,,2.1,40,,,5.7
108,서울,2018-04-12 02:00,8.1,,1,45,,,5.1
108,서울,2018-04-12 03:00,7.8,,1.4,49,,,4.7
108,서울,2018-04-12 04:00,7.5,,1,53,,,4.6
108,서울,2018-04-12 05:00,7.1,,.8,57,,,4.2
108,서울,2018-04-12 06:00,7.1,,1.8,55,,,4.1
108,서울,2018-04-12 07:00,7.6,,1.7,54,.3,,5
108,서울,2018-04-12 08:00,8.9,,1.1,48,1,,8.5
108,서울,2018-04-12 09:00,11.5,,1.7,43,1,,14.5
108,서울,2018-04-12 10:00,13.8,,2.3,39,1,,18.8
108,서울,2018-04-12 11:00,16.2,,2.4,30,1,,23.8
108,서울,2018-04-12 12:00,17.5,,4.6,20,1,,24.6
108,서울,2018-04-12 13:00,18.1,,5.1,18,1,,25.8
108,서울,2018-04-12 14:00,18.8,,4.9,27,1,,26.9
108,서울,2018-04-12 15:00,19.4,,3.9,24,1,,26.8
108,서울,2018-04-12 16:00,18.8,,4.2,23,1,,24.3
108,서울,2018-04-12 17:00,18.6,,3.7,22,1,,20.5
108,서울,2018-04-12 18:00,17.9,,3.7,16,1,,15.7
108,서울,2018-04-12 19:00,15.9,,2.8,14,.7,,11.9
108,서울,2018-04-12 20:00,14.2,,2.6,15,0,,9.7
108,서울,2018-04-12 21:00,13.4,,2.7,15,,,8.3
108,서울,2018-04-12 22:00,13.5,,2.2,15,,,7.6
108,서울,2018-04-12 23:00,12.6,,1.7,16,,,6.5
108,서울,2018-04-13 00:00,11.4,,1.5,22,,,5.6
108,서울,2018-04-13 01:00,10,,.7,23,,,4.8
108,서울,2018-04-13 02:00,9.7,,1.4,23,,,4.9
108,서울,2018-04-13 03:00,9.9,,1.3,27,,,5.4
108,서울,2018-04-13 04:00,9.7,,1.8,29,,,5.6
108,서울,2018-04-13 05:00,9.1,,.9,34,,,5.3
108,서울,2018-04-13 06:00,8.3,,.3,35,,,4.8
108,서울,2018-04-13 07:00,8.8,,1.2,33,.2,,6.2
108,서울,2018-04-13 08:00,10.6,,1.1,27,0,,8.9
108,서울,2018-04-13 09:00,13.2,,1.1,22,.1,,12.6
108,서울,2018-04-13 10:00,15.7,,1.6,18,1,,16.9
108,서울,2018-04-13 11:00,16.9,,1.7,15,.4,,19.7
108,서울,2018-04-13 12:00,18.2,,1.6,15,.8,,22.1
108,서울,2018-04-13 13:00,19,,1.4,15,.2,,22
108,서울,2018-04-13 14:00,18.7,,1.6,14,0,,19.6
108,서울,2018-04-13 15:00,18.6,,.9,15,0,,18.6
108,서울,2018-04-13 16:00,18.3,,1,16,0,,17.1
108,서울,2018-04-13 17:00,18.1,,1.4,16,0,,16.1
108,서울,2018-04-13 18:00,17.5,,1.3,18,0,,14.5
108,서울,2018-04-13 19:00,16.9,,.5,19,0,,13.1
108,서울,2018-04-13 20:00,16.2,,.9,22,0,,12.2
108,서울,2018-04-13 21:00,16.4,,2.9,24,,,11.6
108,서울,2018-04-13 22:00,16.3,,2,25,,,11.3
108,서울,2018-04-13 23:00,15.5,,3.5,27,,,10.9
108,서울,2018-04-14 00:00,14.8,,2.1,27,,,10.6
108,서울,2018-04-14 01:00,14.1,,1.8,25,,,10.2
108,서울,2018-04-14 02:00,13.5,0,1.6,27,,,9.8
108,서울,2018-04-14 03:00,12.1,.2,1,41,,,9.3
108,서울,2018-04-14 04:00,10.3,.8,1,72,,,9
108,서울,2018-04-14 05:00,9.5,0,.8,76,,,8.8
108,서울,2018-04-14 06:00,8.7,1,1.1,80,,,8.6
108,서울,2018-04-14 07:00,8.2,2,.7,88,0,,8.5
108,서울,2018-04-14 08:00,7.7,1,1.4,88,0,,8.6
108,서울,2018-04-14 09:00,7.5,1.5,1.5,94,0,,8.8
108,서울,2018-04-14 10:00,7.7,1.5,1,94,0,,9.7
108,서울,2018-04-14 11:00,8.1,.5,1.2,94,0,,10.7
108,서울,2018-04-14 12:00,8.6,0,1.1,94,0,,11.9
108,서울,2018-04-14 13:00,8.8,0,1.7,93,0,,11.3
108,서울,2018-04-14 14:00,8.9,.5,1.3,94,0,,11.8
108,서울,2018-04-14 15:00,8.6,0,3.2,88,0,,10.5
108,서울,2018-04-14 16:00,8.9,0,1.8,87,0,,11.8
108,서울,2018-04-14 17:00,9.3,,2.4,81,0,,12.1
108,서울,2018-04-14 18:00,9.6,,1.8,79,.3,,11
108,서울,2018-04-14 19:00,9.5,,2.3,76,0,,9.9
108,서울,2018-04-14 20:00,9.4,,2.6,76,0,,9.4
108,서울,2018-04-14 21:00,9.1,,3.5,76,,,8.9
108,서울,2018-04-14 22:00,8.8,,3.2,77,,,8.4
108,서울,2018-04-14 23:00,8.4,,3.8,77,,,8.2
108,서울,2018-04-15 00:00,7.8,,1.8,78,,,6.9
108,서울,2018-04-15 01:00,7.1,,3.6,78,,,6.1
108,서울,2018-04-15 02:00,6.7,,2.8,80,,,5.6
108,서울,2018-04-15 03:00,6.4,,2.3,83,,,5.4
108,서울,2018-04-15 04:00,6,,1.7,84,,,4.9
108,서울,2018-04-15 05:00,5.8,,1.3,85,,,4.6
108,서울,2018-04-15 06:00,5.6,,1.2,85,0,,4.3
108,서울,2018-04-15 07:00,5.8,,1.1,83,0,,5.5
108,서울,2018-04-15 08:00,7,,.9,78,.2,,8.8
108,서울,2018-04-15 09:00,8.6,,1.7,66,1,,13
108,서울,2018-04-15 10:00,10.3,,2.1,62,1,,16.8
108,서울,2018-04-15 11:00,11.8,,2.6,57,1,,19.8
108,서울,2018-04-15 12:00,12.5,,3.4,53,1,,21.8
108,서울,2018-04-15 13:00,13.5,,3.4,46,1,,23.3
108,서울,2018-04-15 14:00,13.7,,3.7,50,1,,22.7
108,서울,2018-04-15 15:00,13.1,,4.1,54,.9,,19.4
108,서울,2018-04-15 16:00,12,,3.6,61,0,,15.5
108,서울,2018-04-15 17:00,11.8,,2.9,60,.3,,14.3
108,서울,2018-04-15 18:00,11.9,,2.2,58,.8,,13.1
108,서울,2018-04-15 19:00,11,,2.1,62,.4,,10.8
108,서울,2018-04-15 20:00,10.3,,2,62,0,,9.1
108,서울,2018-04-15 21:00,9.6,,1.7,66,,,7.8
108,서울,2018-04-15 22:00,9,,1.7,65,,,6.8
108,서울,2018-04-15 23:00,8.6,,2.2,69,,,6.2
108,서울,2018-04-16 00:00,8.3,,2.1,59,,,5.5
108,서울,2018-04-16 01:00,7.6,,1.2,62,,,5
108,서울,2018-04-16 02:00,7.1,,.9,64,,,4.4
108,서울,2018-04-16 03:00,6.4,,1.4,67,,,4
108,서울,2018-04-16 04:00,5.9,,.7,68,,,3.5
108,서울,2018-04-16 05:00,5.3,,.8,73,,,2.9
108,서울,2018-04-16 06:00,5,,.7,70,0,,2.6
108,서울,2018-04-16 07:00,5,,1,67,.5,,3.3
108,서울,2018-04-16 08:00,6.9,,.7,54,1,,8
108,서울,2018-04-16 09:00,10.1,,.8,42,1,,14.3
108,서울,2018-04-16 10:00,12.4,,1.2,34,1,,19.2
108,서울,2018-04-16 11:00,14.1,,1.3,32,1,,23
108,서울,2018-04-16 12:00,15.5,,2.5,33,1,,25.5
108,서울,2018-04-16 13:00,16.6,,2.3,30,1,,26.9
108,서울,2018-04-16 14:00,18,,1.6,28,1,,27.6
108,서울,2018-04-16 15:00,18.4,,2,25,1,,26.3
108,서울,2018-04-16 16:00,18.5,,3,24,1,,23.4
108,서울,2018-04-16 17:00,18.7,,2.5,21,1,,20
108,서울,2018-04-16 18:00,17,,3.1,28,1,,15.6
108,서울,2018-04-16 19:00,13.8,,3.4,32,.8,,12.1
108,서울,2018-04-16 20:00,12.1,,2.4,35,0,,9.9
108,서울,2018-04-16 21:00,11.1,,1.5,39,,,8.7
108,서울,2018-04-16 22:00,10.8,,.9,33,,,7.7
108,서울,2018-04-16 23:00,9.7,,.4,33,,,6.8
108,서울,2018-04-17 00:00,9.6,,.8,31,,,6.2
108,서울,2018-04-17 01:00,9,,1,36,,,5.5
108,서울,2018-04-17 02:00,8.4,,.9,45,,,5.1
108,서울,2018-04-17 03:00,7.8,,1,49,,,4.7
108,서울,2018-04-17 04:00,7.6,,.4,52,,,4.4
108,서울,2018-04-17 05:00,7.4,,.6,56,,,4
108,서울,2018-04-17 06:00,6.9,,.5,57,0,,3.7
108,서울,2018-04-17 07:00,6.9,,1.1,57,.5,,4.9
108,서울,2018-04-17 08:00,8.7,,.8,49,1,,8.6
108,서울,2018-04-17 09:00,12,,.6,39,1,,14.4
108,서울,2018-04-17 10:00,14.7,,1.1,31,1,,19.8
108,서울,2018-04-17 11:00,16.9,,1.5,27,1,,23.7
108,서울,2018-04-17 12:00,18,,2.2,26,1,,26.4
108,서울,2018-04-17 13:00,19.1,,2.5,26,1,,28.3
108,서울,2018-04-17 14:00,19.8,,2.6,23,1,,29.2
108,서울,2018-04-17 15:00,19.9,,3.5,26,1,,28.6
108,서울,2018-04-17 16:00,19.5,,3,28,1,,25.9
108,서울,2018-04-17 17:00,18.3,,4.3,29,1,,21
108,서울,2018-04-17 18:00,17.1,,3.3,31,1,,16.9
108,서울,2018-04-17 19:00,14.5,,3.1,31,.7,,13.2
108,서울,2018-04-17 20:00,12.5,,3.8,31,0,,10.6
108,서울,2018-04-17 21:00,11.7,,2.6,31,,,9.2
108,서울,2018-04-17 22:00,11,,1.2,34,,,8.1
108,서울,2018-04-17 23:00,10.1,,1.1,41,,,7.2
108,서울,2018-04-18 00:00,9.6,,2.2,44,,,6.5
108,서울,2018-04-18 01:00,8.9,,2.1,45,,,5.9
108,서울,2018-04-18 02:00,8.7,,1.6,44,,,5.4
108,서울,2018-04-18 03:00,7.9,,.7,45,,,4.6
108,서울,2018-04-18 04:00,7.2,,.8,49,,,4.2
108,서울,2018-04-18 05:00,6.7,,1.6,50,,,3.7
108,서울,2018-04-18 06:00,6.2,,.8,52,0,,3.4
108,서울,2018-04-18 07:00,6.4,,1,51,.5,,4.3
108,서울,2018-04-18 08:00,8.3,,.6,36,1,,9
108,서울,2018-04-18 09:00,11.2,,1.7,31,1,,15.1
108,서울,2018-04-18 10:00,13.7,,2.3,26,1,,19.8
108,서울,2018-04-18 11:00,15.5,,1.4,22,1,,29.8
108,서울,2018-04-18 12:00,16.5,,3.3,17,1,,34.1
108,서울,2018-04-18 13:00,17.7,,2.8,16,1,,37.2
108,서울,2018-04-18 14:00,18.9,,1.8,15,1,,38.1
108,서울,2018-04-18 15:00,19,,3.3,21,1,,36.1
108,서울,2018-04-18 16:00,18.5,,2.7,22,1,,29.7
108,서울,2018-04-18 17:00,17.8,,3.3,26,1,,23.3
108,서울,2018-04-18 18:00,16.6,,3.4,33,1,,17.4
108,서울,2018-04-18 19:00,14.7,,2.4,40,.5,,12.9
108,서울,2018-04-18 20:00,13,,2.3,41,0,,10.3
108,서울,2018-04-18 21:00,12.1,,2,40,,,8.9
108,서울,2018-04-18 22:00,11.3,,1.6,42,,,7.7
108,서울,2018-04-18 23:00,10.7,,.9,42,,,6.9
108,서울,2018-04-19 00:00,9.8,,1.4,44,,,6
108,서울,2018-04-19 01:00,9.3,,.8,45,,,5.1
108,서울,2018-04-19 02:00,8.8,,.7,49,,,4.8
108,서울,2018-04-19 03:00,8.6,,1.5,53,,,4.5
108,서울,2018-04-19 04:00,8.3,,1.1,53,,,4.1
108,서울,2018-04-19 05:00,7.9,,1.4,59,,,3.4
108,서울,2018-04-19 06:00,7.6,,1.2,55,0,,2.8
108,서울,2018-04-19 07:00,7.7,,.4,48,.4,,4.3
108,서울,2018-04-19 08:00,9.6,,.8,39,1,,10.8
108,서울,2018-04-19 09:00,12.4,,1.5,29,1,,18.9
108,서울,2018-04-19 10:00,14.7,,1.7,29,1,,26
108,서울,2018-04-19 11:00,16.1,,2.5,23,1,,31.4
108,서울,2018-04-19 12:00,17.8,,2.7,21,1,,35.8
108,서울,2018-04-19 13:00,19.2,,2.2,17,1,,38
108,서울,2018-04-19 14:00,20.5,,3.1,17,1,,38.7
108,서울,2018-04-19 15:00,20.2,,4.8,21,1,,35.2
108,서울,2018-04-19 16:00,19.8,,4.4,25,1,,31
108,서울,2018-04-19 17:00,20.1,,1.9,27,1,,25
108,서울,2018-04-19 18:00,19.1,,3,31,1,,19.7
108,서울,2018-04-19 19:00,17.4,,2.2,34,0,,15.3
108,서울,2018-04-19 20:00,15.5,,1.7,38,0,,12.7
108,서울,2018-04-19 21:00,14.2,,2.4,44,,,11.2
108,서울,2018-04-19 22:00,13.4,,1.1,49,,,10
108,서울,2018-04-19 23:00,12.9,,1.7,51,,,9.6
108,서울,2018-04-20 00:00,12.4,,.5,56,,,8.5
108,서울,2018-04-20 01:00,11.8,,.2,60,,,7.9
108,서울,2018-04-20 02:00,11.7,,.5,63,,,7.7
108,서울,2018-04-20 03:00,11.3,,.3,61,,,7.6
108,서울,2018-04-20 04:00,11.4,,.8,60,,,7
108,서울,2018-04-20 05:00,11.4,,.4,60,,,6.6
108,서울,2018-04-20 06:00,11.2,,.7,63,0,,6.5
108,서울,2018-04-20 07:00,11.3,,.7,62,0,,8.8
108,서울,2018-04-20 08:00,13,,1.2,54,.9,,13.9
108,서울,2018-04-20 09:00,15.8,,.9,42,1,,21.2
108,서울,2018-04-20 10:00,18.2,,1,36,1,,28.2
108,서울,2018-04-20 11:00,20.6,,2.2,34,1,,34.3
108,서울,2018-04-20 12:00,22.5,,1.8,33,1,,39
108,서울,2018-04-20 13:00,24.2,,1.5,30,1,,41.4
108,서울,2018-04-20 14:00,25.9,,2.2,28,1,,42
108,서울,2018-04-20 15:00,26.1,,1.8,27,1,,39.5
108,서울,2018-04-20 16:00,25.7,,3.4,30,1,,35
108,서울,2018-04-20 17:00,25.6,,2.3,30,1,,29
108,서울,2018-04-20 18:00,24.7,,2.3,33,1,,23.7
108,서울,2018-04-20 19:00,22.9,,1.8,35,.4,,19.2
108,서울,2018-04-20 20:00,21.1,,1.8,43,0,,16.4
108,서울,2018-04-20 21:00,19.2,,1.5,50,,,14.2
108,서울,2018-04-20 22:00,18.2,,1.3,52,,,13.2
108,서울,2018-04-20 23:00,17.3,,.6,57,,,11.5
108,서울,2018-04-21 00:00,16.3,,.2,59,,,10.4
108,서울,2018-04-21 01:00,15.5,,1.1,60,,,10.1
108,서울,2018-04-21 02:00,14.7,,1.8,63,,,9.6
108,서울,2018-04-21 03:00,14.2,,1.4,62,,,9.2
108,서울,2018-04-21 04:00,13.6,,1.6,67,,,8.9
108,서울,2018-04-21 05:00,13,,.5,70,,,7.6
108,서울,2018-04-21 06:00,12.3,,.5,67,0,,7.1
108,서울,2018-04-21 07:00,12.5,,1.1,68,.5,,8.7
108,서울,2018-04-21 08:00,14.6,,.9,54,1,,15.6
108,서울,2018-04-21 09:00,18.1,,1.1,33,1,,23.8
108,서울,2018-04-21 10:00,20.6,,2,24,1,,31.5
108,서울,2018-04-21 11:00,23.1,,2,19,1,,38
108,서울,2018-04-21 12:00,24.3,,3.3,14,1,,41.2
108,서울,2018-04-21 13:00,24.6,,2.7,10,1,,42.9
108,서울,2018-04-21 14:00,25,,3.8,14,1,,43.3
108,서울,2018-04-21 15:00,25,,4.1,13,1,,40.6
108,서울,2018-04-21 16:00,24.8,,3.3,13,1,,36.9
108,서울,2018-04-21 17:00,23.2,,3.6,12,1,,26.7
108,서울,2018-04-21 18:00,22.2,,3,11,1,,21.2
108,서울,2018-04-21 19:00,20.7,,2,15,.9,,16.1
108,서울,2018-04-21 20:00,19.1,,1.2,18,0,,13.2
108,서울,2018-04-21 21:00,17.8,,1.2,21,,,11.9
108,서울,2018-04-21 22:00,16.7,,1,28,,,10.8
108,서울,2018-04-21 23:00,16,,.5,33,,,10.3
108,서울,2018-04-22 00:00,15.9,,.3,35,,,11.3
108,서울,2018-04-22 01:00,15.9,,.2,39,,,11.3
108,서울,2018-04-22 02:00,15.4,,.5,41,,,11.2
108,서울,2018-04-22 03:00,15.2,,.3,31,,,11.8
108,서울,2018-04-22 04:00,14.9,,.8,35,,,10.1
108,서울,2018-04-22 05:00,14.8,,.6,38,,,11.8
108,서울,2018-04-22 06:00,14.6,,.5,42,0,,10.7
108,서울,2018-04-22 07:00,15,,.3,41,0,,13.4
108,서울,2018-04-22 08:00,16.3,,.8,40,0,,15.7
108,서울,2018-04-22 09:00,16.9,0,.9,45,0,,16.4
108,서울,2018-04-22 10:00,16.3,.3,.8,62,0,,16.2
108,서울,2018-04-22 11:00,17.4,0,.9,54,0,,17
108,서울,2018-04-22 12:00,18.9,0,.9,44,0,,20.7
108,서울,2018-04-22 13:00,20.5,0,1.1,35,0,,23.5
108,서울,2018-04-22 14:00,20.7,0,1.5,32,0,,22.2
108,서울,2018-04-22 15:00,19.6,.2,2.4,44,0,,18
108,서울,2018-04-22 16:00,19.1,0,.9,52,0,,18
108,서울,2018-04-22 17:00,17.9,1,1.2,65,0,,15.5
108,서울,2018-04-22 18:00,16.1,.5,1.3,73,0,,14.4
108,서울,2018-04-22 19:00,15.2,.5,1.7,64,0,,12.8
108,서울,2018-04-22 20:00,13.3,1.5,1.8,80,0,,12.1
108,서울,2018-04-22 21:00,12,2.5,2.3,86,,,11.5
108,서울,2018-04-22 22:00,11.6,4,2,89,,,11.2
108,서울,2018-04-22 23:00,11.3,3,1.6,94,,,11.1
108,서울,2018-04-23 00:00,10.7,2,2.6,94,,,10.9
108,서울,2018-04-23 01:00,10.6,.1,2.3,87,,,10.7
108,서울,2018-04-23 02:00,10.2,.9,2.2,90,,,10.4
108,서울,2018-04-23 03:00,9.9,.5,2.3,93,,,10.1
108,서울,2018-04-23 04:00,9.5,3.5,2.4,95,,,9.7
108,서울,2018-04-23 05:00,9.2,2.5,2.3,95,,,9.5
108,서울,2018-04-23 06:00,9.1,7,2.7,95,0,,9.2
108,서울,2018-04-23 07:00,9,6,2.3,95,0,,9
108,서울,2018-04-23 08:00,8.8,5,2.8,95,0,,8.9
108,서울,2018-04-23 09:00,8.5,8,2.6,95,0,,9
108,서울,2018-04-23 10:00,8.6,4,2.5,95,0,,9.6
108,서울,2018-04-23 11:00,8.9,1.5,2.2,91,0,,10.3
108,서울,2018-04-23 12:00,9,5.5,1.9,96,0,,11.1
108,서울,2018-04-23 13:00,9.3,2.5,2.3,95,0,,11.2
108,서울,2018-04-23 14:00,9.4,4,2.6,96,0,,11.2
108,서울,2018-04-23 15:00,9.5,1.5,2.2,96,0,,11.2
108,서울,2018-04-23 16:00,9.6,1,1.7,96,0,,10.9
108,서울,2018-04-23 17:00,9.4,.5,1.9,95,0,,10.3
108,서울,2018-04-23 18:00,9.4,1,1.9,96,0,,10
108,서울,2018-04-23 19:00,9.4,1.5,1.8,95,0,,9.7
108,서울,2018-04-23 20:00,9.4,1,1.6,95,0,,9.5
108,서울,2018-04-23 21:00,9.4,1.5,2.1,94,,,9.4
108,서울,2018-04-23 22:00,9.6,0,1.9,90,,,9.4
108,서울,2018-04-23 23:00,9.8,0,1.9,87,,,9.5
108,서울,2018-04-24 00:00,9.8,0,1.3,86,,,9.5
108,서울,2018-04-24 01:00,10.1,0,1.6,83,,,9.4
108,서울,2018-04-24 02:00,10.1,.1,1.4,83,,,9.4
108,서울,2018-04-24 03:00,9.6,2.4,1.3,94,,,9.4
108,서울,2018-04-24 04:00,9.5,.5,1.2,94,,,9.3
108,서울,2018-04-24 05:00,9.4,0,1.3,93,,,9.3
108,서울,2018-04-24 06:00,9.6,0,2,87,0,,9.3
108,서울,2018-04-24 07:00,9.8,,1.3,84,0,,9.9
108,서울,2018-04-24 08:00,10.5,,1.3,79,0,,11.6
108,서울,2018-04-24 09:00,12,,1.4,71,0,,15.7
108,서울,2018-04-24 10:00,12.9,,1.3,68,0,,16.2
108,서울,2018-04-24 11:00,14.1,,1.6,62,0,,17.4
108,서울,2018-04-24 12:00,15.2,,1.9,57,0,,19.2
108,서울,2018-04-24 13:00,15.9,,2.1,53,0,,19.9
108,서울,2018-04-24 14:00,16,,1.7,52,0,,18.2
108,서울,2018-04-24 15:00,16.1,,1.5,52,0,,17.9
108,서울,2018-04-24 16:00,15.5,,1.7,52,0,,15.6
108,서울,2018-04-24 17:00,15.1,,1.9,52,0,,15.3
108,서울,2018-04-24 18:00,14.1,,1.6,43,0,,12.8
108,서울,2018-04-24 19:00,13.3,,1.2,37,0,,10.7
108,서울,2018-04-24 20:00,12.6,,.8,49,0,,9.3
108,서울,2018-04-24 21:00,11.5,,1.1,47,,,7.5
108,서울,2018-04-24 22:00,10.4,,.7,43,,,6.5
108,서울,2018-04-24 23:00,9.6,,.7,44,,,5.4
108,서울,2018-04-25 00:00,8.9,,.7,55,,,4.6
108,서울,2018-04-25 01:00,8.4,,1.1,58,,,3.9
108,서울,2018-04-25 02:00,7.7,,.3,60,,,3.3
108,서울,2018-04-25 03:00,7.1,,.3,60,,,2.8
108,서울,2018-04-25 04:00,6.4,,.5,66,,,2
108,서울,2018-04-25 05:00,6,,.5,63,,,1.6
108,서울,2018-04-25 06:00,5.8,,.3,55,0,,1.5
108,서울,2018-04-25 07:00,6.4,,.3,51,.5,,3
108,서울,2018-04-25 08:00,8.8,,.9,37,1,,9.7
108,서울,2018-04-25 09:00,11.7,,.8,32,1,,16.9
108,서울,2018-04-25 10:00,14.8,,.6,29,1,,22.5
108,서울,2018-04-25 11:00,17.5,,1.3,25,1,,26.3
108,서울,2018-04-25 12:00,19.4,,1.1,20,1,,28.2
108,서울,2018-04-25 13:00,20.8,,1.7,23,1,,30.4
108,서울,2018-04-25 14:00,22.1,,2.1,22,1,,33.4
108,서울,2018-04-25 15:00,22.8,,2.1,21,1,,33.3
108,서울,2018-04-25 16:00,23.1,,3.1,19,1,,31.2
108,서울,2018-04-25 17:00,22.9,,2.8,23,1,,25.8
108,서울,2018-04-25 18:00,21.2,,3.8,32,1,,20.3
108,서울,2018-04-25 19:00,18.2,,3.5,36,.9,,16
108,서울,2018-04-25 20:00,16.8,,4.3,29,0,,13.3
108,서울,2018-04-25 21:00,15.9,,1.4,35,,,11.5
108,서울,2018-04-25 22:00,15.2,,1.2,35,,,10.2
108,서울,2018-04-25 23:00,14,,.6,45,,,9.1
108,서울,2018-04-26 00:00,13.1,,.3,47,,,8.2
108,서울,2018-04-26 01:00,12.4,,1,55,,,7.6
108,서울,2018-04-26 02:00,11.9,,1,57,,,7
108,서울,2018-04-26 03:00,11.3,,1,66,,,6.6
108,서울,2018-04-26 04:00,10.7,,.7,70,,,6.2
108,서울,2018-04-26 05:00,10.2,,.8,73,,,5.9
108,서울,2018-04-26 06:00,10,,.8,72,0,,6.1
108,서울,2018-04-26 07:00,10.7,,.8,68,.5,,8.5
108,서울,2018-04-26 08:00,11.7,,.6,62,.9,,12.9
108,서울,2018-04-26 09:00,14,,1.5,54,1,,18.7
108,서울,2018-04-26 10:00,16.7,,2.2,47,1,,25.6
108,서울,2018-04-26 11:00,18.1,,2.7,42,1,,26.7
108,서울,2018-04-26 12:00,19.6,,2.2,36,1,,31.8
108,서울,2018-04-26 13:00,20.6,,2.4,30,1,,33.1
108,서울,2018-04-26 14:00,21.6,,3.1,28,1,,35.2
108,서울,2018-04-26 15:00,21.9,,2.6,23,1,,34.7
108,서울,2018-04-26 16:00,21.7,,2.5,23,1,,31.3
108,서울,2018-04-26 17:00,20.7,,3.3,30,1,,25.5
108,서울,2018-04-26 18:00,17.4,,3.1,45,.9,,20
108,서울,2018-04-26 19:00,15.2,,3.3,45,.4,,15.6
108,서울,2018-04-26 20:00,14.4,,2.7,50,0,,13
108,서울,2018-04-26 21:00,13.4,,2.2,60,,,11.5
108,서울,2018-04-26 22:00,12.7,,2.2,61,,,10.3
108,서울,2018-04-26 23:00,12.1,,1.9,58,,,9.4
108,서울,2018-04-27 00:00,11.8,,2.4,59,,,8.9
108,서울,2018-04-27 01:00,11.5,,1.8,57,,,8.7
108,서울,2018-04-27 02:00,11.2,,1.4,58,,,8
108,서울,2018-04-27 03:00,10.7,,1.1,63,,,7.3
108,서울,2018-04-27 04:00,10.2,,1.5,65,,,7.1
108,서울,2018-04-27 05:00,9.9,,1.1,69,,,6.7
108,서울,2018-04-27 06:00,9.9,,1.5,66,0,,6.8
108,서울,2018-04-27 07:00,10.1,,.7,63,0,,9.3
108,서울,2018-04-27 08:00,11.6,,1.4,58,.9,,13.4
108,서울,2018-04-27 09:00,13.2,,.8,57,1,,19.3
108,서울,2018-04-27 10:00,15.3,,1,50,1,,25.4
108,서울,2018-04-27 11:00,17.7,,1.5,44,1,,31
108,서울,2018-04-27 12:00,19.5,,1.1,40,1,,35.3
108,서울,2018-04-27 13:00,21,,1,36,1,,38
108,서울,2018-04-27 14:00,22.2,,2.8,32,1,,38.5
108,서울,2018-04-27 15:00,22.7,,1.6,29,1,,37.3
108,서울,2018-04-27 16:00,23.2,,2.4,33,1,,33.7
108,서울,2018-04-27 17:00,21.8,,3,41,1,,27.6
108,서울,2018-04-27 18:00,20.3,,2.5,47,1,,21.8
108,서울,2018-04-27 19:00,18.7,,2.7,53,.4,,17.8
108,서울,2018-04-27 20:00,16.9,,3.1,41,0,,14.9
108,서울,2018-04-27 21:00,15.7,,1.9,51,,,13.3
108,서울,2018-04-27 22:00,14.7,,1.4,63,,,12.1
108,서울,2018-04-27 23:00,14,,1.2,66,,,11
108,서울,2018-04-28 00:00,13.3,,1.6,70,,,10.2
108,서울,2018-04-28 01:00,12.7,,1.8,74,,,9.6
108,서울,2018-04-28 02:00,12,,1,76,,,8.9
108,서울,2018-04-28 03:00,11.6,,1,76,,,8.5
108,서울,2018-04-28 04:00,11.4,,1.8,78,,,8.3
108,서울,2018-04-28 05:00,10.9,,1.7,81,,,8
108,서울,2018-04-28 06:00,10.6,,1.1,84,0,,7.9
108,서울,2018-04-28 07:00,10.8,,.5,78,.5,,9.4
108,서울,2018-04-28 08:00,12.7,,.6,67,1,,15.2
108,서울,2018-04-28 09:00,15.1,,1.7,56,1,,22.3
